PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
chr3-41,chr3,95453117,95453290,+,1,NA,Intergenic,L1MA6|LINE|L1,-51167,NR_077228,100287639,Hs.591320,NR_077228,ENSG00000244681,MTHFD2P1,-,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2: methenyltetrahydrofolate cyclohydrolase pseudogene 1",pseudo
chr9-172,chr9,31178313,31178486,+,1,NA,Intergenic,Intergenic,-769948,NR_046204,401497,Hs.680131,NR_046204,,LOC401497,-,uncharacterized LOC401497,ncRNA
chr13-11,chr13,87252174,87252347,+,1,NA,Intergenic,Intergenic,-878778,NM_032229,84189,Hs.525105,NM_032229,ENSG00000184564,SLITRK6,DFNMYP,"SLIT and NTRK-like family: member 6",protein-coding
chr4-54,chr4,112804954,112805127,+,1,NA,Intergenic,Intergenic,-261512,NM_152400,132720,Hs.23439,NM_152400,,C4orf32,-,chromosome 4 open reading frame 32,protein-coding
chr7-78,chr7,9111738,9111911,+,1,NA,Intergenic,Intergenic,-562075,NR_002790,168741,Hs.545134,NR_002790,,PER4,-,period circadian clock 3 pseudogene,pseudo
chr6-417,chr6,106891180,106891353,+,1,NA,Intergenic,L4|LINE|RTE,-68463,NM_001624,202,Hs.744905,XM_005266839,ENSG00000112297,AIM1,CRYBG1|ST4,absent in melanoma 1,protein-coding
chr12-249,chr12,75910148,75910321,+,1,NA,Intergenic,Intergenic,-4817,NM_007043,11103,Hs.645517,XM_005268592,ENSG00000111615,KRR1,HRB2|RIP-1,"KRR1: small subunit (SSU) processome component: homolog (yeast)",protein-coding
chr6-449,chr6,122463337,122463510,+,1,NA,Intergenic,Intergenic,-257272,NM_001135564,3298,Hs.158195,NM_001135564,ENSG00000025156,HSF2,HSF 2|HSTF 2,heat shock transcription factor 2,protein-coding
chr4-6447,chr4,64285100,64285273,+,1,NA,Intergenic,Intergenic,989991,NM_001010874,253017,Hs.227752,XM_005265662,,TECRL,GPSN2L|SRD5A2L2|TERL,"trans-2,3-enoyl-CoA reductase-like",protein-coding
chr6-651,chr6,47835927,47836100,+,1,NA,Intergenic,Intergenic,81210,NR_033806,221391,Hs.213717,NM_181744,,OPN5,GPR136|PGR12|TMEM13,opsin 5,protein-coding
chr2-1848,chr2,21717749,21717922,+,1,NA,Intergenic,L1ME3B|LINE|L1,215688,NR_038837,645949,Hs.742487,NR_038837,ENSG00000229621,AC018742.1,-,uncharacterized LOC645949,ncRNA
chr9-188,chr9,74624037,74624210,+,1,NA,Intergenic,L1ME3A|LINE|L1,51397,NM_001128618,138240,Hs.371235,XM_005251703,ENSG00000204669,C9orf57,RP11-346E17.3,chromosome 9 open reading frame 57,protein-coding
chrX-341,chrX,139240479,139240652,+,1,NA,Intergenic,Intergenic,66740,NM_001271560,389895,Hs.127679,NM_001271560,,LOC389895,-,chromosome 16 open reading frame 72-like,protein-coding
chr3-2476,chr3,103354664,103354837,+,1,NA,Intergenic,L1MA9|LINE|L1,591354,NR_030330,693127,,NR_030330,ENSG00000208032,MIR548A3,MIRN548A3,microRNA 548a-3,ncRNA
chr2-888,chr2,57402846,57403019,+,1,NA,Intergenic,Intergenic,-731853,NM_001288837,7444,Hs.744058,XM_005264539,ENSG00000028116,VRK2,-,vaccinia related kinase 2,protein-coding
chr4-216,chr4,72715596,72715769,+,1,NA,Intergenic,L1MA9|LINE|L1,-44446,NM_001204306,2638,Hs.418497,NM_000583,ENSG00000145321,GC,DBP|DBP/GC|GRD3|VDBG|VDBP,group-specific component (vitamin D binding protein),protein-coding
chr6-161,chr6,94531170,94531343,+,1,NA,Intergenic,Intergenic,114456,NR_015362,643432,Hs.509936,XR_241850,,TSG1,-,tumor suppressor TSG1,ncRNA
chr5-2909,chr5,114263834,114264007,+,1,NA,Intergenic,Intergenic,252322,NM_001017398,55521,Hs.638953,XM_005272031,ENSG00000152503,TRIM36,HAPRIN|RBCC728|RNF98,tripartite motif containing 36,protein-coding
chr4-718,chr4,131956599,131956772,+,1,NA,Intergenic,Intergenic,1939404,NM_001099783,132321,Hs.567679,XM_005262734,ENSG00000151470,C4orf33,-,chromosome 4 open reading frame 33,protein-coding
chr2-9585,chr2,241883355,241883528,+,1,NA,Intergenic,L1ME2|LINE|L1,23426,NR_033841,200772,Hs.647893,NR_033841,ENSG00000233392,LOC200772,-,uncharacterized LOC200772,ncRNA
chr2-1007,chr2,83363629,83363802,+,1,NA,Intergenic,L1ME3A|LINE|L1,279789,NR_033423,1720,Hs.169235,NR_033423,ENSG00000168129,LOC1720,-,dihydrofolate reductase pseudogene,pseudo
chr5-5916,chr5,96809124,96809297,+,1,NA,Intergenic,MIRb|SINE|MIR,-31189,NR_105028,102546227,Hs.582516,NR_105028,,LOC102546227,-,uncharacterized LOC102546227,ncRNA
chr18-82,chr18,63119120,63119293,+,1,NA,Intergenic,L2a|LINE|L2,-298281,NM_033646,1005,Hs.657522,NM_004361,ENSG00000081138,CDH7,CDH7L1,"cadherin 7: type 2",protein-coding
chr5-1765,chr5,33437864,33438037,+,1,NA,Intergenic,Intergenic,-2851,NM_001258437,6897,Hs.481860,NM_001258437,ENSG00000113407,TARS,ThrRS,threonyl-tRNA synthetase,protein-coding
chr5-1537,chr5,17934642,17934815,+,1,NA,Intergenic,L1MA4A|LINE|L1,-547310,NR_033975,401177,Hs.508311,NR_033975,ENSG00000250822,LOC401177,-,uncharacterized LOC401177,ncRNA
chr6-1483,chr6,22645791,22645964,+,1,NA,Intergenic,Intergenic,76200,NM_138574,154150,Hs.629246,NM_138574,ENSG00000112273,HDGFL1,PWWP1|dJ309H15.1,hepatoma derived growth factor-like 1,protein-coding
chr7-3301,chr7,30280332,30280505,+,1,NA,Intergenic,Intergenic,-43504,NM_147128,223082,Hs.263912,NM_147128,ENSG00000180233,ZNRF2,RNF202,zinc and ring finger 2,protein-coding
chr1-111,chr1,7943306,7943479,+,1,NA,Intergenic,L1MA4A|LINE|L1,-29842,NM_021995,10911,Hs.715862,NM_006786,ENSG00000049247,UTS2,PRO1068|U-II|UCN2|UII,urotensin 2,protein-coding
chr11-975,chr11,24339327,24339500,+,1,NA,Intergenic,L1M1|LINE|L1,-179102,NM_001009909,338645,Hs.655032,XM_005252887,ENSG00000187398,LUZP2,KFSP2566|PRO6246,leucine zipper protein 2,protein-coding
chr11-607,chr11,91942327,91942500,+,1,NA,Intergenic,MLT1C|LTR|ERVL-MaLR,-142848,NM_001008781,120114,Hs.98523,XM_005273759,ENSG00000165323,FAT3,CDHF15|CDHR10,FAT atypical cadherin 3,protein-coding
chr16-587,chr16,26387694,26387867,+,1,NA,Intergenic,Intergenic,684434,NM_006040,9951,Hs.655275,NM_006040,ENSG00000182601,HS3ST4,3-OST-4|30ST4|3OST4|h3-OST-4,heparan sulfate (glucosamine) 3-O-sulfotransferase 4,protein-coding
chr4-4057,chr4,135176985,135177158,+,1,NA,Intergenic,L1MA4|LINE|L1,-54169,NM_001114734,132430,Hs.49889,NM_001114734,ENSG00000254535,PABPC4L,-,"poly(A) binding protein: cytoplasmic 4-like",protein-coding
chr3-2950,chr3,146612616,146612789,+,1,NA,Intergenic,Intergenic,-288700,NM_001085420,389158,Hs.254692,XM_005247440,ENSG00000231213,PLSCR5,-,"phospholipid scramblase family: member 5",protein-coding
chr9-3571,chr9,137787769,137787942,+,1,NA,Intergenic,Intergenic,15198,NM_004108,2220,Hs.54517,NM_004108,ENSG00000160339,FCN2,EBP-37|FCNL|P35|ficolin-2,ficolin (collagen/fibrinogen domain containing lectin) 2,protein-coding
chr4-10519,chr4,172634420,172634593,+,1,NA,Intergenic,HERVL74-int|LTR|ERVL,-100068,NM_001034845,442117,Hs.386236,XM_005263023,ENSG00000174473,GALNTL6,GALNACT20|GALNT17,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6,protein-coding
chr3-6538,chr3,126867823,126867996,+,1,NA,Intergenic,Intergenic,-44064,NM_001007534,285311,Hs.591284,NM_001007534,ENSG00000214324,C3orf56,-,chromosome 3 open reading frame 56,protein-coding
chr12-431,chr12,25983761,25983934,+,1,NA,Intergenic,Intergenic,43164,NR_036188,100422897,,NR_036188,,MIR4302,-,microRNA 4302,ncRNA
chr15-1710,chr15,76342036,76342209,+,1,NA,Intergenic,Intergenic,-10176,NM_152335,123591,Hs.661411,XM_005254160,ENSG00000169758,C15orf27,-,chromosome 15 open reading frame 27,protein-coding
chr6-2330,chr6,97195178,97195351,+,1,NA,Intergenic,Intergenic,90088,NM_001143957,81491,Hs.221364,NM_001143957,ENSG00000112218,GPR63,PSP24(beta)|PSP24B,G protein-coupled receptor 63,protein-coding
chr7-1203,chr7,14121401,14121574,+,1,NA,Intergenic,Intergenic,-90438,NM_001163148,2115,Hs.22634,XM_005249635,ENSG00000006468,ETV1,ER81,ets variant 1,protein-coding
chr2-8281,chr2,188018964,188019137,+,1,NA,Intergenic,L2c|LINE|L2,293970,NM_001271751,10203,Hs.744587,XM_005246231,ENSG00000064989,CALCRL,CGRPR|CRLR,calcitonin receptor-like,protein-coding
chr12-4064,chr12,83078335,83078508,+,1,NA,Intergenic,L2b|LINE|L2,-2512,NM_152588,160335,Hs.577775,XM_005268680,ENSG00000179104,TMTC2,IBDBP1,transmembrane and tetratricopeptide repeat containing 2,protein-coding
chr13-18,chr13,63107086,63107259,+,1,NA,Intergenic,HUERS-P3-int|LTR|ERV1,-503492,NR_046995,100874143,Hs.552684,XR_245440,,LINC00358,-,long intergenic non-protein coding RNA 358,ncRNA
chr18-2245,chr18,39287134,39287307,+,1,NA,Intergenic,Intergenic,-186660,NR_002838,641516,Hs.116612,NR_002838,ENSG00000267313,KC6,RP11-142I20.1,keratoconus gene 6,ncRNA
chr3-3302,chr3,166941795,166941968,+,1,NA,Intergenic,Intergenic,156189,NM_001199202,79740,Hs.478143,XM_005247777,ENSG00000169064,ZBBX,-,"zinc finger: B-box domain containing",protein-coding
chr9-165,chr9,29226747,29226920,+,1,NA,Intergenic,Intergenic,-13836,NM_001258282,158038,Hs.745029,XM_005251371,ENSG00000174482,LINGO2,LERN3|LRRN6C,leucine rich repeat and Ig domain containing 2,protein-coding
chr3-3579,chr3,190802338,190802511,+,1,NA,Intergenic,Intergenic,-127897,NM_198184,344901,Hs.526794,XM_005247428,ENSG00000188729,OSTN,MUSCLIN,osteocrin,protein-coding
chr17-170,chr17,68474237,68474410,+,1,NA,Intergenic,Intergenic,308648,NM_000891,3759,Hs.1547,XM_005257332,ENSG00000123700,KCNJ2,ATFB9|HHBIRK1|HHIRK1|IRK1|KIR2.1|LQT7|SQT3,"potassium inwardly-rectifying channel: subfamily J: member 2",protein-coding
chr5-4312,chr5,39982804,39982977,+,1,NA,Intergenic,Intergenic,-69502,NR_104633,102467077,Hs.148993,NR_104633,,LINC00603,-,long intergenic non-protein coding RNA 603,ncRNA
chr20-623,chr20,18059904,18060077,+,1,NA,Intergenic,MLT1H1|LTR|ERVL-MaLR,-21470,NM_021220,58495,Hs.710157,XM_005260783,ENSG00000125850,OVOL2,EUROIMAGE566589|ZNF339,ovo-like zinc finger 2,protein-coding
chr18-30,chr18,26175809,26175982,+,1,NA,Intergenic,MER47A|DNA|TcMar-Tigger,-418451,NM_001792,1000,Hs.606106,XM_005258181,ENSG00000170558,CDH2,CD325|CDHN|CDw325|NCAD,"cadherin 2: type 1: N-cadherin (neuronal)",protein-coding
chr14-134,chr14,44078593,44078766,+,1,NA,Intergenic,L1PA15-16|LINE|L1,897819,NM_032135,84075,Hs.307086,NM_032135,ENSG00000189139,FSCB,C14orf155,fibrous sheath CABYR binding protein,protein-coding
chr5-148,chr5,92253241,92253414,+,1,NA,Intergenic,Intergenic,653171,NR_015369,441094,Hs.457407,NR_015369,ENSG00000237187,NR2F1-AS1,-,NR2F1 antisense RNA 1,ncRNA
chr8-1511,chr8,79802259,79802432,+,1,NA,Intergenic,MLT1L|LTR|ERVL-MaLR,-84588,NM_001199887,3574,Hs.591873,NM_000880,ENSG00000104432,IL7,IL-7,interleukin 7,protein-coding
chr16-335,chr16,60241118,60241291,+,1,NA,Intergenic,Intergenic,152462,NM_001282301,729159,,XM_001129515,,LOC729159,-,UPF0607 protein ENSP00000381418-like,protein-coding
chr6-7205,chr6,148329743,148329916,+,1,NA,Intergenic,Intergenic,-333899,NM_015278,23328,Hs.193133,XM_005266874,ENSG00000111961,SASH1,SH3D6A|dJ323M4|dJ323M4.1,SAM and SH3 domain containing 1,protein-coding
chr13-219,chr13,48436524,48436697,+,1,NA,Intergenic,L1M2|LINE|L1,138851,NM_003850,8803,Hs.743361,XM_005266579,ENSG00000136143,SUCLA2,A-BETA|MTDPS5|SCS-betaA,"succinate-CoA ligase: ADP-forming: beta subunit",protein-coding
chr3-313,chr3,84156641,84156814,+,1,NA,Intergenic,Intergenic,761998,NR_033860,440970,Hs.411049,NR_033860,ENSG00000242641,LINC00971,RP11-735B13.1,long intergenic non-protein coding RNA 971,ncRNA
chr3-1648,chr3,26549465,26549638,+,1,NA,Intergenic,MLT1H|LTR|ERVL-MaLR,-114748,NM_052953,116135,Hs.517868,XM_005264847,ENSG00000179796,LRRC3B,LRP15,leucine rich repeat containing 3B,protein-coding
chr6-1639,chr6,49135545,49135718,+,1,NA,Intergenic,L1MA6|LINE|L1,295409,NM_000255,4594,Hs.485527,XM_005249143,ENSG00000146085,MUT,MCM,methylmalonyl CoA mutase,protein-coding
chr19-84,chr19,21724069,21724242,+,1,NA,Intergenic,Intergenic,35719,NM_001001415,353088,Hs.709598,XM_005259892,ENSG00000197013,ZNF429,-,zinc finger protein 429,protein-coding
chr8-3323,chr8,65922886,65923059,+,1,NA,Intergenic,Intergenic,169602,NR_038901,552859,Hs.156997,NR_038901,,LINC00251,C8orf25|NCRNA00251,long intergenic non-protein coding RNA 251,ncRNA
chr2-878,chr2,54930108,54930281,+,1,NA,Intergenic,L1MA3|LINE|L1,-21954,NM_001039753,400954,Hs.656692,NM_001039753,ENSG00000214595,EML6,-,echinoderm microtubule associated protein like 6,protein-coding
chr1-238,chr1,209045690,209045863,+,1,NA,Intergenic,L1MEc|LINE|L1,-556391,NM_001104548,642587,Hs.510543,XM_005273225,,MIR205HG,LINC00510,MIR205 host gene (non-protein coding),protein-coding
chr10-915,chr10,30825216,30825389,+,1,NA,Intergenic,Intergenic,93344,NM_183058,119180,Hs.522610,NM_183058,ENSG00000151033,LYZL2,-,lysozyme-like 2,protein-coding
chr5-7740,chr5,164466470,164466643,+,1,NA,Intergenic,Intergenic,569272,NR_105065,102546299,Hs.437730,NR_105065,,LOC102546299,-,uncharacterized LOC102546299,ncRNA
chr7-937,chr7,117932533,117932706,+,1,NA,Intergenic,L1M3b|LINE|L1,67908,NM_019644,56311,Hs.729340,XM_005250499,ENSG00000106013,ANKRD7,TSA806,ankyrin repeat domain 7,protein-coding
chr5-7484,chr5,154660224,154660397,+,1,NA,Intergenic,Intergenic,267051,NM_001099293,285643,Hs.567824,NM_001099293,ENSG00000226650,KIF4B,-,kinesin family member 4B,protein-coding
chr18-700,chr18,26440940,26441113,+,1,NA,Intergenic,Intergenic,-683582,NM_001792,1000,Hs.606106,XM_005258181,ENSG00000170558,CDH2,CD325|CDHN|CDw325|NCAD,"cadherin 2: type 1: N-cadherin (neuronal)",protein-coding
chr10-97,chr10,17535480,17535653,+,1,NA,Intergenic,L1MC5|LINE|L1,-39313,NM_001004470,338596,Hs.677766,XR_242697,,ST8SIA6,SIA8F|SIAT8F|ST8SIA-VI,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",protein-coding
chr6-784,chr6,69240617,69240790,+,1,NA,Intergenic,Intergenic,-104928,NM_001704,577,Hs.13261,XM_005248752,ENSG00000135298,BAI3,-,brain-specific angiogenesis inhibitor 3,protein-coding
chr15-664,chr15,60140901,60141074,+,1,NA,Intergenic,Intergenic,-155433,NM_012182,27023,Hs.734475,NM_012182,ENSG00000171956,FOXB1,FKH5|HFKH-5,forkhead box B1,protein-coding
chr2-8510,chr2,192048123,192048296,+,1,NA,Intergenic,Intergenic,-31888,NM_001243835,6775,Hs.735572,XM_005246817,ENSG00000138378,STAT4,SLEB11,signal transducer and activator of transcription 4,protein-coding
chr3-3116,chr3,158780475,158780648,+,1,NA,Intergenic,Intergenic,-6479,NM_001042705,654502,Hs.570685,NM_001042705,ENSG00000214216,IQCJ,-,IQ motif containing J,protein-coding
chr2-2641,chr2,113108651,113108824,+,1,NA,Intergenic,Harlequin-int|LTR|ERV1,75560,NM_198581,376940,Hs.190477,NM_198581,ENSG00000188177,ZC3H6,ZC3HDC6,zinc finger CCCH-type containing 6,protein-coding
chr2-1212,chr2,148200253,148200426,+,1,NA,Intergenic,Intergenic,-401746,NM_001278580,92,Hs.470174,XM_005263843,ENSG00000121989,ACVR2A,ACTRII|ACVR2,"activin A receptor: type IIA",protein-coding
chr2-1059,chr2,117071924,117072097,+,1,NA,Intergenic,L2|LINE|L2,1152327,NM_001004360,57628,Hs.580539,XM_005263718,ENSG00000175497,DPP10,DPL2|DPPY|DPRP3,dipeptidyl-peptidase 10 (non-functional),protein-coding
chr3-6478,chr3,121481544,121481717,+,1,NA,Intergenic,Intergenic,-13017,NM_001256486,2804,Hs.741209,XM_005247367,ENSG00000173230,GOLGB1,GCP|GCP372|GOLIM1,golgin B1,protein-coding
chr2-6221,chr2,114980104,114980277,+,1,NA,Intergenic,MamRep605|Unknown|Unknown,-219708,NM_020868,57628,Hs.580539,XM_005263718,ENSG00000175497,DPP10,DPL2|DPPY|DPRP3,dipeptidyl-peptidase 10 (non-functional),protein-coding
chr7-487,chr7,13204941,13205114,+,1,NA,Intergenic,Intergenic,478117,NM_005738,10124,Hs.245540,NM_001037164,ENSG00000122644,ARL4A,ARL4,ADP-ribosylation factor-like 4A,protein-coding
chr11-1499,chr11,93364479,93364652,+,1,NA,Intergenic,Intergenic,-30250,NM_033395,85459,Hs.458418,XM_005274365,ENSG00000166004,KIAA1731,-,KIAA1731,protein-coding
chr9-2379,chr9,26598709,26598882,+,1,NA,Intergenic,Intergenic,294030,NM_024828,79886,Hs.178357,XM_005251581,ENSG00000120159,CAAP1,C9orf82|CAAP|RP11-337A23.1,caspase activity and apoptosis inhibitor 1,protein-coding
chr8-532,chr8,65375467,65375640,+,1,NA,Intergenic,Intergenic,83848,NR_029669,406908,,NR_029669,ENSG00000207816,MIR124-2,MIRN124-2|MIRN124A2,microRNA 124-2,ncRNA
chr6-6192,chr6,118732976,118733149,+,1,NA,Intergenic,ERVL-E-int|LTR|ERVL,-89473,NR_002730,23629,Hs.648050,NR_002730,,BRD7P3,BP75,bromodomain containing 7 pseudogene 3,pseudo
chr10-1586,chr10,110384532,110384705,+,1,NA,Intergenic,Intergenic,-545796,NR_046928,100873762,,NR_046928,,RNU6-53P,RNU6-53,"RNA: U6 small nuclear 53: pseudogene",snRNA
chr4-4247,chr4,144680322,144680495,+,1,NA,Intergenic,Intergenic,-58581,NM_001168235,166752,Hs.252714,NM_001168235,ENSG00000183090,FREM3,-,FRAS1 related extracellular matrix 3,protein-coding
chr3-5511,chr3,88073858,88074031,+,1,NA,Intergenic,Intergenic,34201,NM_001008390,8545,Hs.444818,XM_005264772,ENSG00000163320,CGGBP1,CGGBP|p20-CGGBP,CGG triplet repeat binding protein 1,protein-coding
chr2-64,chr2,170320489,170320662,+,1,NA,Intergenic,LTR85a|LTR|Gypsy?,-15430,NM_152384,129880,Hs.233398,XM_005246288,ENSG00000163093,BBS5,-,Bardet-Biedl syndrome 5,protein-coding
chr14-4,chr14,42472218,42472391,+,1,NA,Intergenic,Intergenic,395541,NM_152447,145581,Hs.136893,XM_005267368,ENSG00000165379,LRFN5,C14orf146|FIGLER8|SALM5,leucine rich repeat and fibronectin type III domain containing 5,protein-coding
chr4-628,chr4,109414948,109415121,+,1,NA,Intergenic,L1MA8|LINE|L1,126578,NR_026968,285456,Hs.683863,NM_182591,ENSG00000234492,RPL34-AS1,RP11-462C24.1,RPL34 antisense RNA 1 (head to head),ncRNA
chr13-319,chr13,70240082,70240255,+,1,NA,Intergenic,HAL1|LINE|L1,-441176,NR_002717,6315,Hs.676453,NR_002717,,ATXN8OS,KLHL1AS|NCRNA00003|SCA8,ATXN8 opposite strand (non-protein coding),ncRNA
chr11-1335,chr11,81477087,81477260,+,1,NA,Intergenic,L1MC5|LINE|L1,124704,NR_036186,100422823,,NR_036186,ENSG00000264110,MIR4300,-,microRNA 4300,ncRNA
chr11-1771,chr11,112264947,112265120,+,1,NA,Intergenic,MIRc|SINE|MIR,-133451,NM_001145024,349633,Hs.632097,NM_001145024,ENSG00000188771,PLET1,C11orf34,placenta expressed transcript 1,protein-coding
chr12-3194,chr12,52889605,52889778,+,1,NA,Intergenic,Intergenic,-2511,NM_005554,3853,Hs.700779,NM_005554,ENSG00000205420,KRT6A,CK6A|CK6C|CK6D|K6A|K6C|K6D|KRT6C|KRT6D,keratin 6A,protein-coding
chr3-5505,chr3,87677678,87677851,+,1,NA,Intergenic,Intergenic,-352028,NM_001122757,5449,Hs.591654,NM_000306,ENSG00000064835,POU1F1,CPHD1|GHF-1|PIT1|POU1F1a|Pit-1,POU class 1 homeobox 1,protein-coding
chr3-5542,chr3,88916332,88916505,+,1,NA,Intergenic,Intergenic,-240255,NM_005233,2042,Hs.123642,XM_005264715,ENSG00000044524,EPHA3,EK4|ETK|ETK1|HEK|HEK4|TYRO4,EPH receptor A3,protein-coding
chr2-3825,chr2,199586920,199587093,+,1,NA,Intergenic,Intergenic,-347186,NR_110267,101927619,Hs.632942,XR_241379,,AC005235.1,-,uncharacterized LOC101927619,ncRNA
chr8-92,chr8,60564137,60564310,+,1,NA,Intergenic,Intergenic,-532457,NM_014729,9760,Hs.634856,NM_014729,ENSG00000198846,TOX,TOX1,thymocyte selection-associated high mobility group box,protein-coding
chr8-2036,chr8,112925730,112925903,+,1,NA,Intergenic,Intergenic,-729905,NR_031745,100302225,,NR_031745,ENSG00000238399,MIR2053,hsa-mir-2053,microRNA 2053,ncRNA
chr6-5163,chr6,91904517,91904690,+,1,NA,Intergenic,Intergenic,-326774,NR_039786,100616174,,NR_039786,ENSG00000263734,MIR4643,-,microRNA 4643,ncRNA
chr14-1409,chr14,25049471,25049644,+,1,NA,Intergenic,L1ME3B|LINE|L1,-4092,NM_001911,1511,Hs.421724,NM_001911,ENSG00000100448,CTSG,CATG|CG,cathepsin G,protein-coding
chr3-1485,chr3,3566678,3566851,+,1,NA,Intergenic,Intergenic,-274356,NM_020873,57633,Hs.163244,XM_005265351,ENSG00000175928,LRRN1,FIGLER3|NLRR-1,leucine rich repeat neuronal 1,protein-coding
chr20-181,chr20,8033213,8033386,+,1,NA,Intergenic,MIR|SINE|MIR,-32907,NM_021156,56255,Hs.169358,NM_021156,,TMX4,DJ971N18.2|PDIA14|TXNDC13,thioredoxin-related transmembrane protein 4,protein-coding
chr20-772,chr20,37782612,37782785,+,1,NA,Intergenic,L1M5|LINE|L1,70692,NR_027124,339568,Hs.434319,NR_027124,ENSG00000230324,RP4-705O1.1,-,uncharacterized LOC339568,ncRNA
chr18-235,chr18,12897872,12898045,+,1,NA,Intergenic,GA-rich|Low_complexity|Low_complexity,-13625,NM_002828,5771,Hs.663373,XM_005258124,ENSG00000175354,PTPN2,PTN2|PTPT|TC-PTP|TCELLPTP|TCPTP,"protein tyrosine phosphatase: non-receptor type 2",protein-coding
chr4-1736,chr4,136062853,136063026,+,1,NA,Intergenic,Intergenic,746308,NR_103762,100507528,Hs.730081,NR_103762,ENSG00000248330,LINC00613,RP11-782E2.1,long intergenic non-protein coding RNA 613,ncRNA
chr14-153,chr14,49190453,49190626,+,1,NA,Intergenic,L1PA15|LINE|L1,862594,NM_001032,6235,Hs.156367,NM_001030001,ENSG00000213741,RPS29,S29,ribosomal protein S29,protein-coding
chr18-29,chr18,25342383,25342556,+,1,NA,Intergenic,Intergenic,414975,NM_001792,1000,Hs.606106,XM_005258181,ENSG00000170558,CDH2,CD325|CDHN|CDw325|NCAD,"cadherin 2: type 1: N-cadherin (neuronal)",protein-coding
chr13-1031,chr13,90782530,90782703,+,1,NA,Intergenic,Intergenic,-10646,NR_047489,100874187,Hs.743194,NR_047489,ENSG00000261446,LINC00559,RP11-409J23.1,long intergenic non-protein coding RNA 559,ncRNA
chr4-157,chr4,19161941,19162114,+,1,NA,Intergenic,Intergenic,-1093159,NM_001289135,9353,Hs.29802,XM_005248211,ENSG00000145147,SLIT2,SLIL3|Slit-2,slit homolog 2 (Drosophila),protein-coding
chr4-3191,chr4,90983523,90983696,+,1,NA,Intergenic,Intergenic,-65074,NM_001145065,401145,Hs.654735,NM_001145065,ENSG00000184305,CCSER1,FAM190A,coiled-coil serine-rich protein 1,protein-coding
chr2-8847,chr2,205148197,205148370,+,1,NA,Intergenic,Intergenic,-262232,NM_152526,117583,Hs.657382,XM_005246273,ENSG00000116117,PARD3B,ALS2CR19|PAR3B|PAR3L|PAR3LC|PAR3beta|Par3Lb,par-3 family cell polarity regulator beta,protein-coding
chr1-1969,chr1,91642837,91643010,+,1,NA,Intergenic,Intergenic,-155112,NM_032186,84146,Hs.745048,XM_005271257,ENSG00000122482,ZNF644,BM-005|MYP21|NatF|ZEP-2,zinc finger protein 644,protein-coding
chr4-2922,chr4,69789931,69790104,+,1,NA,Intergenic,Intergenic,27491,NM_024743,79799,Hs.122583,NM_024743,ENSG00000135220,UGT2A3,-,"UDP glucuronosyltransferase 2 family: polypeptide A3",protein-coding
chr4-1599,chr4,121862077,121862250,+,1,NA,Intergenic,Intergenic,-18151,NM_018699,11107,Hs.669312,XM_005262706,ENSG00000138738,PRDM5,BCS2|PFM2,PR domain containing 5,protein-coding
chr5-7415,chr5,148172872,148173045,+,1,NA,Intergenic,Intergenic,-33197,NM_000024,154,Hs.2551,XM_005268382,ENSG00000169252,ADRB2,ADRB2R|ADRBR|B2AR|BAR|BETA2AR,"adrenoceptor beta 2: surface",protein-coding
chr20-342,chr20,51072649,51072822,+,1,NA,Intergenic,Intergenic,-164641,NR_110038,101927700,Hs.738430,XR_244197,ENSG00000234948,RP4-723E3.1,-,uncharacterized LOC101927700,ncRNA
